date_reported,clsd,offense,location,theft_code,hate_bias,dayofweek,cpd_neighborhood,weapons,victim_age,victim_race,suspect_age,suspect_race
6/29/2019 16:35,Z--EARLY CLOSED,CRIMINAL DAMAGING/ENDANGERING,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,MOUNT  AUBURN,U - UNKNOWN,26-30,BLACK,UNKNOWN,NA
8/3/2019 19:56,Z--EARLY CLOSED,AGGRAVATED MENACING,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,BONDHILL,"30 - BLUNT OBJECT (CLUB, HAMMER, ETC.)",51-60,BLACK,61-70,BLACK
3/17/2019 16:56,Z--EARLY CLOSED,BREAKING AND ENTERING,01-SINGLE FAMILY CONDO,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,WESTWOOD,99 - NONE,26-30,WHITE,UNKNOWN,NA
2/22/2019 11:00,Z--EARLY CLOSED,THEFT,48-PARKING LOT,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,FRIDAY,EAST PRICE HILL,99 - NONE,41-50,WHITE,UNKNOWN,NA
5/2/2019 13:47,Z--EARLY CLOSED,THEFT,01-SINGLE FAMILY HOME,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,FRIDAY,HYDE PARK,99 - NONE,51-60,WHITE,UNKNOWN,NA
6/4/2019 15:09,Z--EARLY CLOSED,THEFT,18-HOTEL/MOTEL,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,SUNDAY,C. B. D. / RIVERFRONT,99 - NONE,51-60,WHITE,UNKNOWN,NA
7/6/2019 9:15,I--INVESTIGATION PENDING,THEFT,47-STREET,24O-MOTOR VEHICLE THEFT,N--NO BIAS/NOT APPLICABLE,SATURDAY,NA,99 - NONE,18-25,WHITE,UNKNOWN,NA
1/10/2019 15:26,Z--EARLY CLOSED,BURGLARY,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,THURSDAY,FAY APARTMENTS,99 - NONE,26-30,BLACK,UNKNOWN,NA
1/5/2019 12:49,D--VICTIM REFUSED TO COOPERATE,CRIMINAL DAMAGING/ENDANGERING,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,MT.  WASHINGTON,80 - OTHER WEAPON,26-30,BLACK,26-30,BLACK
4/10/2019 15:56,F--CLEARED BY ARREST - ADULT,DOMESTIC VIOLENCE,47-STREET,NA,88--DOMESTIC VIOLENCE,WEDNESDAY,WEST PRICE HILL,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",61-70,BLACK,26-30,BLACK
2/8/2019 11:30,Z--EARLY CLOSED,CRIMINAL DAMAGING/ENDANGERING,48-PARKING LOT,NA,N--NO BIAS/NOT APPLICABLE,FRIDAY,AVONDALE,99 - NONE,31-40,BLACK,UNKNOWN,NA
7/1/2019 10:10,D--VICTIM REFUSED TO COOPERATE,FORGERY,27-BUY/SELL/TRADE SHOP,NA,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,OVER-THE-RHINE,99 - NONE,UNKNOWN,NA,18-25,WHITE
4/16/2019 17:40,F--CLEARED BY ARREST - ADULT,ASSAULT,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,MOUNT AIRY,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",18-25,WHITE,UNKNOWN,NA
7/26/2019 14:15,Z--EARLY CLOSED,TELEPHONE HARASSMENT,01-SINGLE FAMILY 2 STORY,NA,N--NO BIAS/NOT APPLICABLE,NA,FAIRVIEW,99 - NONE,51-60,WHITE,UNKNOWN,NA
4/2/2019 18:52,J--CLOSED,FELONIOUS ASSAULT,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,EAST PRICE HILL,U - UNKNOWN,UNDER 18,BLACK,UNKNOWN,BLACK
4/29/2019 13:12,F--CLEARED BY ARREST - ADULT,BURGLARY,01-SINGLE FAMILY 2 STORY,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,BONDHILL,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",51-60,BLACK,UNKNOWN,NA
6/8/2019 12:52,Z--EARLY CLOSED,THEFT,26-BAR,23D-THEFT FROM BUILDING,N--NO BIAS/NOT APPLICABLE,NA,CORRYVILLE,99 - NONE,18-25,WHITE,UNKNOWN,NA
2/4/2019 8:00,F--CLEARED BY ARREST - ADULT,VANDALISM,07-GOVERNMENT OFFICE,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,OVER-THE-RHINE,99 - NONE,UNKNOWN,NA,UNKNOWN,NA
7/9/2019 21:59,I--INVESTIGATION PENDING,BURGLARY,02-MULTI FAMILY DUPLEX,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,EVANSTON,99 - NONE,26-30,BLACK,UNKNOWN,NA
1/23/2019 21:58,J--CLOSED,AGGRAVATED ROBBERY,38-VARIETY/CONVENIENCE STORE,NA,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,SOUTH  FAIRMOUNT,12 - HANDGUN,UNKNOWN,NA,18-25,BLACK
8/1/2019 18:00,NA,THEFT,29-GAS STATION,23C-SHOPLIFTING,N--NO BIAS/NOT APPLICABLE,THURSDAY,NA,99 - NONE,UNKNOWN,NA,UNKNOWN,NA
2/12/2019 15:10,Z--EARLY CLOSED,TELEPHONE HARASSMENT,22-OTHER BUSINESS OFFICE,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,MOUNT  AUBURN,99 - NONE,26-30,WHITE,41-50,UNKNOWN
1/19/2019 17:52,B--PROSECUTION DECLINED,BREAKING AND ENTERING,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,WINTON HILLS,U - UNKNOWN,18-25,WHITE,UNDER 18,WHITE
1/4/2019 9:32,H--WARRANT ISSUED,THEFT,39-DEPARTMENT/DISCOUNT STORE,23C-SHOPLIFTING,N--NO BIAS/NOT APPLICABLE,FRIDAY,WEST  END,99 - NONE,UNKNOWN,NA,51-60,BLACK
5/26/2019 5:42,H--WARRANT ISSUED,THEFT,02-MULTI FAMILY APARTMENT,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,SUNDAY,NORTH AVONDALE,99 - NONE,26-30,BLACK,26-30,BLACK
6/14/2019 20:00,I--INVESTIGATION PENDING,THEFT,14-OTHER PUBLIC ACCESS BUILDING,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,FRIDAY,WEST  END,99 - NONE,41-50,BLACK,UNKNOWN,WHITE
3/21/2019 15:44,F--CLEARED BY ARREST - ADULT,ASSAULT,48-PARKING LOT,NA,N--NO BIAS/NOT APPLICABLE,THURSDAY,NA,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",18-25,WHITE,41-50,BLACK
1/20/2019 15:35,H--WARRANT ISSUED,ASSAULT,01-SINGLE FAMILY HOME,NA,88--DOMESTIC VIOLENCE,SUNDAY,AVONDALE,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",18-25,BLACK,18-25,BLACK
3/14/2019 3:10,Z--EARLY CLOSED,MENACING,48-PARKING LOT,NA,N--NO BIAS/NOT APPLICABLE,THURSDAY,ENGLISH  WOODS,80 - OTHER WEAPON,61-70,BLACK,18-25,BLACK
4/4/2019 13:29,H--WARRANT ISSUED,CRIMINAL DAMAGING/ENDANGERING,47-STREET,NA,88--DOMESTIC VIOLENCE,THURSDAY,WINTON HILLS,99 - NONE,31-40,BLACK,18-25,BLACK
4/21/2019 13:02,Z--EARLY CLOSED,CRIMINAL DAMAGING/ENDANGERING,01-SINGLE FAMILY 2 STORY,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,MOUNT  AUBURN,99 - NONE,31-40,BLACK,UNKNOWN,NA
3/19/2019 16:15,K--UNFOUNDED,FELONIOUS ASSAULT,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,CAMP  WASHINGTON,80 - OTHER WEAPON,UNKNOWN,NA,31-40,BLACK
8/8/2019 10:26,H--WARRANT ISSUED,THEFT,38-VARIETY/CONVENIENCE STORE,23C-SHOPLIFTING,N--NO BIAS/NOT APPLICABLE,THURSDAY,HARTWELL,99 - NONE,UNKNOWN,NA,41-50,BLACK
6/14/2019 18:55,Z--EARLY CLOSED,THEFT,47-STREET,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,FRIDAY,WESTWOOD,99 - NONE,41-50,WHITE,31-40,WHITE
1/9/2019 8:56,J--CLOSED,BREAKING AND ENTERING,28-RESTAURANT,NA,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,SPRING GROVE VILLAGE,99 - NONE,UNKNOWN,NA,31-40,BLACK
3/31/2019 11:18,G--CLEARED BY ARREST - JUVENILE,THEFT,01-SINGLE FAMILY 2 STORY,23D-THEFT FROM BUILDING,N--NO BIAS/NOT APPLICABLE,SUNDAY,WEST PRICE HILL,99 - NONE,31-40,WHITE,UNKNOWN,NA
7/1/2019 8:50,NA,CRIMINAL DAMAGING/ENDANGERING,01-SINGLE FAMILY HOME,NA,N--NO BIAS/NOT APPLICABLE,FRIDAY,CLIFTON/UNIVERSITY HEIGHTS,U - UNKNOWN,51-60,BLACK,UNKNOWN,NA
8/2/2019 19:59,NA,THEFT,10-CHURCH,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,NORTH AVONDALE,99 - NONE,UNDER 18,BLACK,UNKNOWN,NA
3/19/2019 14:45,Z--EARLY CLOSED,THEFT,47-STREET,23F-THEFT FROM MOTOR VEHICLE,N--NO BIAS/NOT APPLICABLE,MONDAY,FAIRVIEW,99 - NONE,18-25,WHITE,UNKNOWN,NA
3/4/2019 19:09,H--WARRANT ISSUED,AGGRAVATED MENACING,02-MULTI FAMILY DUPLEX,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,WEST PRICE HILL,U - UNKNOWN,41-50,UNKNOWN,31-40,BLACK
2/16/2019 11:47,D--VICTIM REFUSED TO COOPERATE,CRIMINAL DAMAGING/ENDANGERING,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,SPRING GROVE VILLAGE,99 - NONE,51-60,BLACK,31-40,BLACK
5/31/2019 14:05,J--CLOSED,THEFT,32-CLOTHING STORE,23C-SHOPLIFTING,N--NO BIAS/NOT APPLICABLE,FRIDAY,WESTWOOD,99 - NONE,UNKNOWN,NA,31-40,BLACK
2/1/2019 13:15,F--CLEARED BY ARREST - ADULT,THEFT,11-HOSPITAL,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,FRIDAY,CORRYVILLE,99 - NONE,18-25,WHITE,UNKNOWN,NA
4/9/2019 14:17,H--WARRANT ISSUED,CRIMINAL MISCHIEF,17-BARBER/BEAUTY SHOP,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,C. B. D. / RIVERFRONT,99 - NONE,UNKNOWN,NA,41-50,WHITE
3/24/2019 17:23,G--CLEARED BY ARREST - JUVENILE,ASSAULT,23-RECREATION / ENTERTAINMENT CENTER,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,WESTWOOD,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",UNDER 18,BLACK,UNDER 18,BLACK
8/9/2019 10:15,NA,AGGRAVATED MENACING,02-MULTI FAMILY DUPLEX,NA,N--NO BIAS/NOT APPLICABLE,FRIDAY,WEST  END,"20 - KNIFE/CUTTING INSTRUMENT (ICEPICK, AX, ETC.)",51-60,BLACK,61-70,BLACK
4/14/2019 16:27,F--CLEARED BY ARREST - ADULT,THEFT,01-SINGLE FAMILY HOME,23D-THEFT FROM BUILDING,N--NO BIAS/NOT APPLICABLE,SUNDAY,BONDHILL,99 - NONE,26-30,BLACK,18-25,BLACK
1/11/2019 22:33,J--CLOSED,ASSAULT,02-MULTI FAMILY,NA,N--NO BIAS/NOT APPLICABLE,FRIDAY,MOUNT AIRY,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",31-40,UNKNOWN,31-40,UNKNOWN
5/19/2019 2:40,H--WARRANT ISSUED,ASSAULT,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,MT.  WASHINGTON,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",26-30,WHITE,31-40,BLACK
6/26/2019 13:45,I--INVESTIGATION PENDING,PASSING BAD CHECKS,22-OTHER BUSINESS OFFICE,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,MADISONVILLE,99 - NONE,UNKNOWN,NA,31-40,BLACK
3/19/2019 22:41,Z--EARLY CLOSED,THEFT,13-PARKING GARAGE,23F-THEFT FROM MOTOR VEHICLE,N--NO BIAS/NOT APPLICABLE,TUESDAY,C. B. D. / RIVERFRONT,"30 - BLUNT OBJECT (CLUB, HAMMER, ETC.)",18-25,WHITE,UNKNOWN,NA
5/13/2019 9:15,J--CLOSED,CRIMINAL DAMAGING/ENDANGERING,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,FRIDAY,MADISONVILLE,99 - NONE,31-40,WHITE,UNKNOWN,NA
8/1/2019 18:15,Z--EARLY CLOSED,BURGLARY,01-SINGLE FAMILY HOME,NA,N--NO BIAS/NOT APPLICABLE,THURSDAY,ENGLISH  WOODS,U - UNKNOWN,31-40,WHITE,UNKNOWN,NA
4/28/2019 19:37,D--VICTIM REFUSED TO COOPERATE,MENACING,02-MULTI FAMILY,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,RIVERSIDE,99 - NONE,61-70,WHITE,31-40,WHITE
8/6/2019 9:52,B--PROSECUTION DECLINED,GROSS SEXUAL IMPOSITION,01-SINGLE FAMILY 2 STORY,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,EAST  WESTWOOD,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",UNDER 18,BLACK,UNDER 18,BLACK
5/1/2019 13:55,I--INVESTIGATION PENDING,THEFT,25-OTHER COMMERCIAL SERVICE LOCATION,23D-THEFT FROM BUILDING,N--NO BIAS/NOT APPLICABLE,THURSDAY,SOUTH  FAIRMOUNT,99 - NONE,UNKNOWN,NA,UNKNOWN,NA
1/27/2019 5:38,F--CLEARED BY ARREST - ADULT,AGGRAVATED BURGLARY,01-SINGLE FAMILY 2 STORY,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,SOUTH  FAIRMOUNT,99 - NONE,26-30,BLACK,18-25,BLACK
4/12/2019 11:00,Z--EARLY CLOSED,THEFT,05-GARAGE/SHED,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,THURSDAY,C. B. D. / RIVERFRONT,99 - NONE,61-70,WHITE,UNKNOWN,NA
5/31/2019 11:40,J--CLOSED,AGGRAVATED ROBBERY,43-YARD,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,MOUNT AIRY,"30 - BLUNT OBJECT (CLUB, HAMMER, ETC.)",18-25,BLACK,UNKNOWN,NA
3/29/2019 22:15,F--CLEARED BY ARREST - ADULT,DOMESTIC VIOLENCE,47-STREET,NA,88--DOMESTIC VIOLENCE,FRIDAY,COLLEGE  HILL,35 - MOTOR VEHICLE (WHEN USED AS WEAPON),OVER 70,BLACK,41-50,BLACK
1/4/2019 14:59,J--CLOSED,THEFT,48-PARKING LOT,23F-THEFT FROM MOTOR VEHICLE,N--NO BIAS/NOT APPLICABLE,FRIDAY,OVER-THE-RHINE,U - UNKNOWN,18-25,BLACK,UNKNOWN,NA
6/9/2019 11:10,F--CLEARED BY ARREST - ADULT,AGGRAVATED MENACING,05-GARAGE/SHED,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,C. B. D. / RIVERFRONT,"20 - KNIFE/CUTTING INSTRUMENT (ICEPICK, AX, ETC.)",51-60,BLACK,UNKNOWN,NA
5/9/2019 7:49,Z--EARLY CLOSED,THEFT,48-PARKING LOT,23F-THEFT FROM MOTOR VEHICLE,N--NO BIAS/NOT APPLICABLE,THURSDAY,WESTWOOD,99 - NONE,31-40,BLACK,UNKNOWN,NA
7/9/2019 10:09,Z--EARLY CLOSED,THEFT,01-SINGLE FAMILY HOME,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,SATURDAY,OAKLEY,99 - NONE,18-25,WHITE,UNKNOWN,NA
6/10/2019 23:30,Z--EARLY CLOSED,CRIMINAL DAMAGING/ENDANGERING,29-GAS STATION,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,EAST  END,U - UNKNOWN,18-25,WHITE,UNKNOWN,NA
2/3/2019 21:45,Z--EARLY CLOSED,BURGLARY,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,WESTWOOD,99 - NONE,51-60,WHITE,UNKNOWN,NA
5/20/2019 23:19,Z--EARLY CLOSED,BURGLARY,01-SINGLE FAMILY 2 STORY,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,MILLVALE,U - UNKNOWN,41-50,BLACK,UNKNOWN,NA
6/14/2019 6:53,Z--EARLY CLOSED,ASSAULT,65-SHELTER-MISSION / HOMELESS,NA,N--NO BIAS/NOT APPLICABLE,FRIDAY,OVER-THE-RHINE,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",61-70,BLACK,31-40,BLACK
7/7/2019 16:44,Z--EARLY CLOSED,CRIMINAL DAMAGING/ENDANGERING,48-PARKING LOT,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,C. B. D. / RIVERFRONT,99 - NONE,31-40,WHITE,UNKNOWN,NA
1/30/2019 23:30,Z--EARLY CLOSED,CRIMINAL DAMAGING/ENDANGERING,48-PARKING LOT,NA,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,C. B. D. / RIVERFRONT,99 - NONE,31-40,WHITE,UNKNOWN,NA
4/19/2019 19:41,Z--EARLY CLOSED,THEFT,47-STREET,23F-THEFT FROM MOTOR VEHICLE,N--NO BIAS/NOT APPLICABLE,THURSDAY,MOUNT  AUBURN,99 - NONE,61-70,WHITE,UNKNOWN,NA
3/31/2019 20:59,Z--EARLY CLOSED,BURGLARY,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,NORTH FAIRMOUNT,U - UNKNOWN,18-25,BLACK,UNKNOWN,NA
6/8/2019 8:35,I--INVESTIGATION PENDING,INTERFERENCE WITH CUSTODY,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,FRIDAY,MOUNT AIRY,99 - NONE,UNKNOWN,NA,OVER 70,WHITE
2/12/2019 9:09,J--CLOSED,MENACING,02-MULTI FAMILY DUPLEX,NA,N--NO BIAS/NOT APPLICABLE,FRIDAY,WEST  END,99 - NONE,26-30,BLACK,UNKNOWN,NA
6/23/2019 2:50,H--WARRANT ISSUED,ASSAULT,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,MOUNT  AUBURN,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",18-25,BLACK,26-30,BLACK
7/8/2019 12:00,I--INVESTIGATION PENDING,CRIMINAL DAMAGING/ENDANGERING,01-SINGLE FAMILY CONDO,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,WEST  END,12 - HANDGUN,31-40,BLACK,UNKNOWN,NA
7/14/2019 10:40,Z--EARLY CLOSED,THEFT,47-STREET,23F-THEFT FROM MOTOR VEHICLE,N--NO BIAS/NOT APPLICABLE,SATURDAY,CLIFTON,99 - NONE,18-25,WHITE,UNKNOWN,NA
6/1/2019 0:46,J--CLOSED,FELONIOUS ASSAULT,02-MULTI FAMILY,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,FAIRVIEW,12 - HANDGUN,18-25,WHITE,18-25,WHITE
2/14/2019 3:48,Z--EARLY CLOSED,BREAKING AND ENTERING,28-RESTAURANT,NA,N--NO BIAS/NOT APPLICABLE,THURSDAY,WESTWOOD,U - UNKNOWN,UNKNOWN,NA,UNKNOWN,NA
6/1/2019 3:28,J--CLOSED,IMPROPERLY DISCHARGING FIREARM AT/INTO HABITATION/SCHOOL,01-SINGLE FAMILY HOME,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,WINTON HILLS,11 - FIREARM (TYPE NOT STATED),UNKNOWN,NA,26-30,BLACK
5/19/2019 13:35,G--CLEARED BY ARREST - JUVENILE,THEFT,47-STREET,24O-MOTOR VEHICLE THEFT,N--NO BIAS/NOT APPLICABLE,SUNDAY,OVER-THE-RHINE,99 - NONE,26-30,BLACK,UNDER 18,BLACK
7/31/2019 14:21,F--CLEARED BY ARREST - ADULT,THEFT,39-DEPARTMENT/DISCOUNT STORE,23C-SHOPLIFTING,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,WESTWOOD,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",UNKNOWN,NA,UNKNOWN,NA
6/2/2019 14:03,B--PROSECUTION DECLINED,VIOLATE PROTECTION ORDER/CONSENT AGREEMENT,26-BAR,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,C. B. D. / RIVERFRONT,99 - NONE,26-30,UNKNOWN,18-25,WHITE
5/27/2019 4:11,Z--EARLY CLOSED,BREAKING AND ENTERING,29-GAS STATION,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,WESTWOOD,80 - OTHER WEAPON,UNKNOWN,NA,UNKNOWN,BLACK
4/19/2019 17:15,Z--EARLY CLOSED,VIOLATE PROTECTION ORDER/CONSENT AGREEMENT,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,FRIDAY,WINTON HILLS,99 - NONE,26-30,BLACK,51-60,BLACK
8/1/2019 19:27,Z--EARLY CLOSED,BURGLARY,01-SINGLE FAMILY 2 STORY,NA,N--NO BIAS/NOT APPLICABLE,THURSDAY,MOUNT  AUBURN,U - UNKNOWN,OVER 70,WHITE,UNKNOWN,NA
1/7/2019 9:33,Z--EARLY CLOSED,THEFT,48-PARKING LOT,23F-THEFT FROM MOTOR VEHICLE,N--NO BIAS/NOT APPLICABLE,SUNDAY,CLIFTON,99 - NONE,18-25,WHITE,UNKNOWN,NA
6/25/2019 16:13,F--CLEARED BY ARREST - ADULT,TELEPHONE HARASSMENT,01-SINGLE FAMILY 2 STORY,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,WEST PRICE HILL,99 - NONE,61-70,WHITE,31-40,WHITE
1/1/2019 9:38,J--CLOSED,BURGLARY,01-SINGLE FAMILY 3 PLUS FLOORS,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,FAIRVIEW,99 - NONE,18-25,WHITE,31-40,BLACK
3/14/2019 23:46,F--CLEARED BY ARREST - ADULT,ROBBERY,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,THURSDAY,C. B. D. / RIVERFRONT,99 - NONE,26-30,WHITE,UNKNOWN,NA
7/16/2019 13:00,NA,MENACING,48-PARKING LOT,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,COLLEGE  HILL,99 - NONE,18-25,BLACK,18-25,BLACK
7/21/2019 5:40,F--CLEARED BY ARREST - ADULT,DOMESTIC VIOLENCE,01-SINGLE FAMILY HOME,NA,88--DOMESTIC VIOLENCE,SUNDAY,EAST PRICE HILL,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",18-25,BLACK,UNKNOWN,NA
5/23/2019 21:32,Z--EARLY CLOSED,ASSAULT,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,THURSDAY,ROSELAWN,99 - NONE,18-25,BLACK,18-25,BLACK
4/14/2019 10:47,Z--EARLY CLOSED,THEFT,47-STREET,23F-THEFT FROM MOTOR VEHICLE,N--NO BIAS/NOT APPLICABLE,SUNDAY,WESTWOOD,U - UNKNOWN,18-25,WHITE,18-25,BLACK
5/23/2019 0:13,J--CLOSED,CRIMINAL DAMAGING/ENDANGERING,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,THURSDAY,OVER-THE-RHINE,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",UNKNOWN,NA,UNKNOWN,BLACK
5/29/2019 10:40,Z--EARLY CLOSED,THEFT,49-PARK/PLAYGROUND,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,TUESDAY,C. B. D. / RIVERFRONT,99 - NONE,26-30,WHITE,UNKNOWN,NA
6/2/2019 12:40,Z--EARLY CLOSED,ASSAULT,48-PARKING LOT,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,WEST PRICE HILL,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",61-70,WHITE,26-30,BLACK
2/13/2019 21:11,J--CLOSED,THEFT,37-GROCERY/SUPERMARKET,24O-MOTOR VEHICLE THEFT,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,WINTON HILLS,99 - NONE,18-25,BLACK,UNKNOWN,BLACK
1/12/2019 13:26,F--CLEARED BY ARREST - ADULT,THEFT,38-VARIETY/CONVENIENCE STORE,23C-SHOPLIFTING,N--NO BIAS/NOT APPLICABLE,SATURDAY,WESTWOOD,99 - NONE,UNKNOWN,NA,UNKNOWN,NA
6/1/2019 9:48,D--VICTIM REFUSED TO COOPERATE,THEFT,02-MULTI FAMILY APARTMENT,23D-THEFT FROM BUILDING,N--NO BIAS/NOT APPLICABLE,SATURDAY,NORTHSIDE,99 - NONE,18-25,BLACK,18-25,BLACK
8/2/2019 14:58,F--CLEARED BY ARREST - ADULT,FELONIOUS ASSAULT,52-OTHER OUTSIDE LOCATION,NA,88--DOMESTIC VIOLENCE,FRIDAY,FAY APARTMENTS,35 - MOTOR VEHICLE (WHEN USED AS WEAPON),18-25,BLACK,UNKNOWN,NA
1/1/2019 1:25,D--VICTIM REFUSED TO COOPERATE,FELONIOUS ASSAULT,02-MULTI FAMILY,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,WEST PRICE HILL,12 - HANDGUN,26-30,BLACK,UNKNOWN,UNKNOWN
7/8/2019 19:45,Z--EARLY CLOSED,CRIMINAL DAMAGING/ENDANGERING,02-MULTI FAMILY,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,AVONDALE,99 - NONE,26-30,BLACK,18-25,BLACK
8/2/2019 12:52,I--INVESTIGATION PENDING,THEFT,47-STREET,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,FRIDAY,CLIFTON,99 - NONE,26-30,WHITE,UNKNOWN,NA
6/17/2019 13:36,G--CLEARED BY ARREST - JUVENILE,BURGLARY,01-SINGLE FAMILY 2 STORY,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,CLIFTON/UNIVERSITY HEIGHTS,99 - NONE,26-30,BLACK,UNKNOWN,NA
2/27/2019 8:34,Z--EARLY CLOSED,THEFT,23-RECREATION / ENTERTAINMENT CENTER,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,TUESDAY,CLIFTON,99 - NONE,51-60,WHITE,UNKNOWN,NA
3/11/2019 15:40,Z--EARLY CLOSED,ASSAULT,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,AVONDALE,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",UNDER 18,BLACK,UNDER 18,BLACK
2/18/2019 15:29,F--CLEARED BY ARREST - ADULT,THEFT,47-STREET,24I-THEFT OF LICENSE PLATE,N--NO BIAS/NOT APPLICABLE,SUNDAY,MOUNT  AUBURN,99 - NONE,41-50,WHITE,UNKNOWN,NA
